sp0	0	[[16050000, 16069999], [17203000, 17215999], [17274000, 17361999], [17758000, 17759999], [19644000, 19652999], [22783000, 22876999], [23812000, 23847999], [32724000, 32826999], [49020000, 49069999], [49693000, 49699999]]
sp0	1	[[16848000, 16868999], [27336000, 27364999], [31448000, 31527999], [33020000, 33044999], [48695000, 48699999], [49929000, 50000999]]
sp1	0	[[17033000, 17149999], [17274000, 17367999], [22757000, 22763999], [28012000, 28036999], [32859000, 32917999], [49410000, 49446999], [49563000, 49581999], [49661000, 49685999], [49922000, 50074999], [50326000, 50349999], [50931000, 50972999]]
sp1	1	[[16929000, 16958999], [22756000, 22763999], [32667000, 32733999], [40931000, 40939999], [40959000, 40984999], [49157000, 49174999], [49363000, 49378999], [49928000, 50069999]]
sp2	0	[[17195000, 17348999], [17491000, 17645999], [18242000, 18257999], [27516000, 27527999], [27624000, 27633999], [31558000, 31603999], [31662000, 31665999], [31743000, 31942999], [32667000, 32824999], [43940000, 43954999], [48662000, 48683999], [49263000, 49301999], [49322000, 49363999], [49382000, 49525999]]
sp2	1	[[16050000, 16069999], [16848000, 16908999], [17350000, 17399999], [17797000, 17812999], [20770000, 20944999], [25686000, 25838999], [26283000, 26326999], [27336000, 27365999], [31074000, 31087999], [32358000, 32365999], [32832000, 32856999], [34151000, 34222999], [35352000, 35372999], [36646000, 36665999], [39369000, 39373999], [49204000, 49261999], [49273000, 49301999], [49406000, 49416999], [49592000, 49652999], [49688000, 49700999]]
sp3	0	[[17274000, 17368999], [20770000, 20944999], [25069000, 25189999], [26559000, 26584999], [31553000, 31639999], [31651000, 32329999], [32669000, 32719999], [32858000, 32917999], [34401000, 34405999], [39282000, 39302999], [49006000, 49079999], [49525000, 49554999], [50493000, 50605999]]
sp3	1	[[17274000, 17368999], [22783000, 22870999], [23784000, 23847999], [26914000, 26930999], [32667000, 32729999], [49198000, 49261999], [49723000, 49739999]]
sp4	0	[[17189000, 17399999], [23761000, 23794999], [24613000, 24618999], [25064000, 25198999], [28000000, 28034999], [30748000, 30749999], [32673000, 32716999], [33697000, 33758999], [39282000, 39302999], [41781000, 41791999], [42019000, 42140999], [42152000, 42204999]]
sp4	1	[[17239000, 17255999], [17995000, 18032999], [29688000, 29693999], [31558000, 31603999], [31744000, 31942999], [32669000, 32719999], [39282000, 39302999], [41781000, 41789999], [49537000, 49554999], [49584000, 49591999], [49687000, 49700999]]
sp5	0	[[17274000, 17353999], [17744000, 17758999], [18233000, 18257999], [19439000, 19451999], [22756000, 22764999], [23814000, 23852999], [24623000, 24640999], [29921000, 29995999], [32910000, 32950999], [40876000, 40939999], [40959000, 40984999], [49020000, 49074999], [49278000, 49287999], [49525000, 49554999], [49597000, 49752999]]
sp5	1	[[17015000, 17069999], [19733000, 19760999], [26283000, 26313999], [26914000, 26980999], [27623000, 27633999], [31558000, 31603999], [31744000, 31835999], [31842000, 31913999], [32343000, 32365999], [32917000, 34222999], [39282000, 39302999], [46911000, 46927999], [49071000, 49079999], [49087000, 49174999], [49322000, 49363999], [49525000, 49554999]]
sp6	0	[[17032000, 17069999], [17489000, 17494999], [21419000, 21494999], [31553000, 31639999], [31651000, 32335999], [32391000, 32421999], [32859000, 32902999], [45260000, 45263999], [49274000, 49301999], [49537000, 49554999], [49804000, 49838999]]
sp6	1	[[17075000, 17149999], [23759000, 29904999], [29967000, 30022999], [31775000, 31835999], [31839000, 31942999], [32332000, 32596999], [34401000, 34404999], [39282000, 39302999], [41781000, 41791999], [42019000, 42140999], [42152000, 42204999], [49279000, 49285999], [49525000, 49554999], [50933000, 50972999]]
sp7	0	[[16050000, 16073999], [16848000, 16876999], [19285000, 19523999], [32358000, 32365999], [49004000, 49068999], [49363000, 49371999], [49600000, 49652999]]
sp7	1	[[17710000, 17715999], [19644000, 19686999], [24413000, 24514999], [24523000, 24637999], [34401000, 34404999], [34647000, 34847999], [49525000, 49554999], [49592000, 49652999]]
sp8	0	[[19287000, 19389999], [19510000, 19558999], [20131000, 20140999], [24603000, 24637999], [31074000, 31087999], [32358000, 32365999], [32844000, 32917999], [49278000, 49337999], [49544000, 49554999], [49723000, 49740999], [49929000, 50000999], [50149000, 50311999], [50316000, 50335999], [51034000, 51218999]]
sp8	1	[[17359000, 17399999], [19285000, 19519999], [20253000, 20272999], [25069000, 27527999], [32832000, 32856999], [34151000, 38195999], [39282000, 39302999], [48662000, 48683999], [49028000, 49074999], [49593000, 49642999], [49687000, 49700999]]
fr0	0	[[17203000, 17215999], [19937000, 19978999], [22073000, 22194999], [22220000, 22343999], [22756000, 22765999], [23821000, 23846999], [32719000, 32824999], [36957000, 37002999], [37365000, 37495999], [37950000, 37976999], [45259000, 45263999], [49194000, 49261999], [49723000, 49739999], [50162000, 50349999]]
fr0	1	[[16427000, 16662999], [17092000, 17156999], [17194000, 17257999], [18559000, 18592999], [20131000, 20140999], [34121000, 34164999], [34401000, 34405999], [36646000, 36665999], [39282000, 39302999], [41781000, 41791999], [42019000, 42140999], [42152000, 42169999], [42192000, 42204999], [49304000, 49349999]]
fr1	0	[[17492000, 17494999], [17989000, 18051999], [19640000, 19642999], [26738000, 26790999], [27334000, 27385999], [31558000, 31603999], [31662000, 31665999], [31743000, 31942999], [32670000, 32824999], [32871000, 32917999], [49278000, 49314999]]
fr1	1	[[17091000, 17148999], [17291000, 17305999], [18034000, 18058999], [19284000, 19519999], [20793000, 20944999], [32667000, 32678999], [36646000, 36665999], [36858000, 36941999], [40876000, 40939999], [40959000, 40984999], [48696000, 48701999], [49357000, 49363999], [49495000, 49524999]]
fr2	0	[[17203000, 17215999], [17385000, 17396999], [25044000, 25172999], [27872000, 27913999], [49194000, 49261999], [49322000, 49363999], [49537000, 49554999]]
fr2	1	[[17745000, 17764999], [19538000, 19595999], [31445000, 31527999], [32667000, 32835999], [39282000, 39302999], [48622000, 48634999], [48695000, 48699999], [49304000, 49315999], [49597000, 49636999]]
fr3	0	[[22757000, 22765999], [27336000, 27362999], [29960000, 29992999], [32954000, 32991999], [44324000, 44410999], [48622000, 48633999], [49194000, 49261999], [49708000, 49751999]]
fr3	1	[[17021000, 17069999], [26283000, 26326999], [31558000, 31603999], [31651000, 31668999], [31743000, 31942999], [32675000, 32722999], [41781000, 41791999], [42019000, 42140999], [42152000, 42204999], [49363000, 49378999], [49722000, 49776999]]
