sp0	0	[[32606000, 32607999], [33046000, 33047999], [33050000, 33057999]]
sp0	1	[[32606000, 32607999], [33046000, 33047999], [33050000, 33057999]]
sp1	0	[[33056000, 33057999]]
sp1	1	[[33056000, 33057999]]
sp2	0	[[33056000, 33057999]]
sp2	1	[[33056000, 33057999]]
sp3	0	[[33056000, 33057999]]
sp3	1	[[33056000, 33057999]]
sp4	0	[[33056000, 33057999]]
sp4	1	[[33056000, 33057999]]
sp5	0	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp5	1	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp6	0	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp6	1	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp7	0	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp7	1	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp8	0	[[362000, 363999]]
sp8	1	[[362000, 363999]]
sp9	0	[[362000, 363999], [29942000, 29943999], [30104000, 30107999], [30116000, 30119999], [30122000, 30129999], [30134000, 30139999], [30168000, 30169999], [30172000, 30177999], [30228000, 30235999], [30238000, 30245999], [30256000, 30259999], [30270000, 30271999], [30274000, 30275999], [30278000, 30281999], [30284000, 30293999], [30296000, 30305999], [30308000, 30311999], [30314000, 30317999], [30328000, 30335999], [30338000, 30353999], [30356000, 30363999], [30372000, 30373999], [30376000, 30379999], [30382000, 30383999], [30408000, 30409999], [30412000, 30419999], [30424000, 30431999], [30540000, 30541999], [30546000, 30547999], [30550000, 30553999], [30556000, 30567999], [30570000, 30573999], [30576000, 30589999], [30592000, 30593999], [30992000, 30993999], [31028000, 31029999], [31194000, 31199999], [31218000, 31219999], [31230000, 31243999], [31352000, 31353999], [31496000, 31507999], [31540000, 31547999], [31554000, 31557999], [32158000, 32161999], [32182000, 32183999], [32192000, 32195999], [32204000, 32207999], [32214000, 32219999], [32238000, 32239999], [32272000, 32273999], [32276000, 32277999], [32332000, 32339999], [32374000, 32379999], [32400000, 32403999], [32576000, 32577999], [32604000, 32607999], [32610000, 32613999], [32626000, 32629999], [32632000, 32635999], [32730000, 32731999], [32768000, 32769999], [32796000, 32797999], [32854000, 32859999], [32862000, 32865999], [32868000, 32869999], [32872000, 32875999], [33034000, 33043999], [33046000, 33061999], [33098000, 33099999], [33102000, 33105999], [33988000, 33989999]]
sp9	1	[[362000, 363999], [29942000, 29943999], [30104000, 30107999], [30116000, 30119999], [30122000, 30129999], [30134000, 30139999], [30168000, 30169999], [30172000, 30177999], [30228000, 30235999], [30238000, 30245999], [30256000, 30259999], [30270000, 30271999], [30274000, 30275999], [30278000, 30281999], [30284000, 30293999], [30296000, 30305999], [30308000, 30311999], [30314000, 30317999], [30328000, 30335999], [30338000, 30353999], [30356000, 30363999], [30372000, 30373999], [30376000, 30379999], [30382000, 30383999], [30408000, 30409999], [30412000, 30419999], [30424000, 30431999], [30540000, 30541999], [30546000, 30547999], [30550000, 30553999], [30556000, 30567999], [30570000, 30573999], [30576000, 30589999], [30592000, 30593999], [30992000, 30993999], [31028000, 31029999], [31194000, 31199999], [31218000, 31219999], [31230000, 31243999], [31352000, 31353999], [31496000, 31507999], [31540000, 31547999], [31554000, 31557999], [32158000, 32161999], [32182000, 32183999], [32192000, 32195999], [32204000, 32207999], [32214000, 32219999], [32238000, 32239999], [32272000, 32273999], [32276000, 32277999], [32332000, 32339999], [32374000, 32379999], [32400000, 32403999], [32576000, 32577999], [32604000, 32607999], [32610000, 32613999], [32626000, 32629999], [32632000, 32635999], [32730000, 32731999], [32768000, 32769999], [32796000, 32797999], [32854000, 32859999], [32862000, 32865999], [32868000, 32869999], [32872000, 32875999], [33034000, 33043999], [33046000, 33061999], [33098000, 33099999], [33102000, 33105999], [33988000, 33989999]]
sp10	0	[[30080000, 30081999], [30102000, 30105999], [30108000, 30113999], [30116000, 30119999], [30122000, 30123999], [30126000, 30129999], [30132000, 30137999], [30234000, 30237999], [30280000, 30281999], [30284000, 30285999], [30288000, 30289999], [30292000, 30293999], [30296000, 30301999], [30310000, 30311999], [30314000, 30317999], [30328000, 30333999], [30342000, 30351999], [30358000, 30363999], [30572000, 30573999], [30580000, 30583999], [30586000, 30589999], [30864000, 30871999], [31236000, 31237999], [31354000, 31355999], [31360000, 31361999], [32280000, 32281999], [32374000, 32381999], [32724000, 32727999], [32850000, 32851999], [32922000, 32923999], [33036000, 33037999], [33040000, 33043999]]
sp10	1	[[30080000, 30081999], [30102000, 30105999], [30108000, 30113999], [30116000, 30119999], [30122000, 30123999], [30126000, 30129999], [30132000, 30137999], [30234000, 30237999], [30280000, 30281999], [30284000, 30285999], [30288000, 30289999], [30292000, 30293999], [30296000, 30301999], [30310000, 30311999], [30314000, 30317999], [30328000, 30333999], [30342000, 30351999], [30358000, 30363999], [30572000, 30573999], [30580000, 30583999], [30586000, 30589999], [30864000, 30871999], [31236000, 31237999], [31354000, 31355999], [31360000, 31361999], [32280000, 32281999], [32374000, 32381999], [32724000, 32727999], [32850000, 32851999], [32922000, 32923999], [33036000, 33037999], [33040000, 33043999]]
sp11	0	[[364000, 365999]]
sp11	1	[[364000, 365999]]
sp12	0	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp12	1	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp13	0	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp13	1	[[30272000, 30273999], [33052000, 33053999], [33056000, 33057999]]
sp14	0	[[30110000, 30113999], [30118000, 30129999], [30132000, 30135999], [30142000, 30145999], [30168000, 30171999], [30196000, 30197999], [30208000, 30209999], [30338000, 30341999], [30344000, 30347999], [30578000, 30581999], [31476000, 31483999], [32604000, 32605999], [33036000, 33041999], [33052000, 33057999], [33060000, 33061999], [33070000, 33073999]]
sp14	1	[[30110000, 30113999], [30118000, 30129999], [30132000, 30135999], [30142000, 30145999], [30168000, 30171999], [30196000, 30197999], [30208000, 30209999], [30338000, 30341999], [30344000, 30347999], [30578000, 30581999], [31476000, 31483999], [32604000, 32605999], [33036000, 33041999], [33052000, 33057999], [33060000, 33061999], [33070000, 33073999]]
sp15	0	[[7204000, 7205999], [22708000, 22709999], [29942000, 29943999], [29964000, 29965999], [29968000, 29969999], [30064000, 30067999], [30078000, 30079999], [30090000, 30091999], [30094000, 30099999], [30124000, 30129999], [30140000, 30141999], [30162000, 30175999], [30228000, 30237999], [30240000, 30241999], [30256000, 30257999], [30272000, 30273999], [30280000, 30281999], [30284000, 30289999], [30292000, 30293999], [30296000, 30297999], [30300000, 30301999], [30314000, 30317999], [30328000, 30335999], [30338000, 30353999], [30356000, 30363999], [30372000, 30373999], [30412000, 30417999], [30428000, 30431999], [30546000, 30547999], [30550000, 30573999], [30576000, 30585999], [30590000, 30595999], [30692000, 30693999], [30866000, 30867999], [30980000, 30981999], [30984000, 30987999], [31210000, 31211999], [31336000, 31337999], [31340000, 31343999], [31346000, 31349999], [31478000, 31481999], [31496000, 31499999], [31502000, 31503999], [31506000, 31507999], [31540000, 31557999], [31678000, 31681999], [32182000, 32185999], [32188000, 32191999], [32400000, 32411999], [32590000, 32593999], [32728000, 32733999], [32736000, 32737999], [32764000, 32769999], [32784000, 32787999], [32796000, 32797999], [33032000, 33049999], [33052000, 33061999], [33070000, 33075999], [33096000, 33099999], [33112000, 33117999], [33124000, 33127999], [33982000, 33983999], [33986000, 33991999]]
sp15	1	[[7204000, 7205999], [22708000, 22709999], [29942000, 29943999], [29964000, 29965999], [29968000, 29969999], [30064000, 30067999], [30078000, 30079999], [30090000, 30091999], [30094000, 30099999], [30124000, 30129999], [30140000, 30141999], [30162000, 30175999], [30228000, 30237999], [30240000, 30241999], [30256000, 30257999], [30272000, 30273999], [30280000, 30281999], [30284000, 30289999], [30292000, 30293999], [30296000, 30297999], [30300000, 30301999], [30314000, 30317999], [30328000, 30335999], [30338000, 30353999], [30356000, 30363999], [30372000, 30373999], [30412000, 30417999], [30428000, 30431999], [30546000, 30547999], [30550000, 30573999], [30576000, 30585999], [30590000, 30595999], [30692000, 30693999], [30866000, 30867999], [30980000, 30981999], [30984000, 30987999], [31210000, 31211999], [31336000, 31337999], [31340000, 31343999], [31346000, 31349999], [31478000, 31481999], [31496000, 31499999], [31502000, 31503999], [31506000, 31507999], [31540000, 31557999], [31678000, 31681999], [32182000, 32185999], [32188000, 32191999], [32400000, 32411999], [32590000, 32593999], [32728000, 32733999], [32736000, 32737999], [32764000, 32769999], [32784000, 32787999], [32796000, 32797999], [33032000, 33049999], [33052000, 33061999], [33070000, 33075999], [33096000, 33099999], [33112000, 33117999], [33124000, 33127999], [33982000, 33983999], [33986000, 33991999]]
sp16	0	[[33054000, 33057999]]
sp16	1	[[33054000, 33057999]]
